Brand,Result,Interest,Limit,Service,Convenience,Trust,Speed,Major,Ads
Mobit,0,1,1,1,1,1,1,1,5
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,1,1,1,1,1,1,1,2
Mobit,0,3,3,2,2,3,4,2,3
Mobit,1,4,6,4,5,5,4,4,4
Mobit,1,4,4,4,4,5,3,5,7
Mobit,0,3,3,3,3,3,3,3,4
Mobit,1,1,4,4,7,4,7,7,5
Mobit,1,2,1,6,7,3,3,2,1
Mobit,0,4,4,4,4,3,3,3,3
Mobit,0,4,4,4,4,4,4,4,6
Mobit,0,4,4,4,4,4,4,4,4
Mobit,1,4,4,4,4,4,4,4,4
Mobit,0,2,4,4,4,3,5,5,6
Mobit,0,2,1,1,1,1,1,1,1
Mobit,0,4,4,4,4,4,4,4,1
Mobit,0,3,3,3,5,3,4,5,6
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,1,1,1,1,1,1,1,2
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,1,1,1,1,1,1,1,1
Mobit,0,7,7,1,1,5,1,4,5
Mobit,1,4,3,3,4,4,4,4,3
Mobit,0,1,4,4,5,3,3,1,3
Mobit,1,3,4,2,3,2,4,6,3
Mobit,1,5,5,5,5,4,5,4,4
Mobit,0,4,4,4,4,4,4,4,4
Mobit,1,2,4,3,4,4,4,4,4
Mobit,0,4,4,4,4,4,4,4,5
Mobit,0,1,1,1,4,4,4,4,4
Mobit,0,2,2,2,2,2,2,2,2
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,3,3,4,3,3,2,3,3
Mobit,0,3,3,3,2,5,2,3,4
Mobit,0,1,1,1,1,1,1,1,1
Mobit,1,4,4,5,6,5,5,7,7
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,3,3,4,3,4,4,4,4
Mobit,1,1,1,1,3,1,2,4,5
Mobit,0,7,7,4,4,4,7,4,7
Mobit,1,4,4,4,7,4,5,4,4
Mobit,0,1,1,1,1,1,1,1,2
Mobit,0,4,4,4,4,4,4,4,2
Mobit,0,2,2,2,2,2,2,2,2
Mobit,0,3,2,2,2,2,3,1,4
Mobit,0,1,1,1,1,1,1,1,7
Mobit,0,1,1,1,1,1,1,1,1
Mobit,1,3,2,4,5,4,5,5,6
Mobit,1,2,2,3,3,3,3,4,4
Mobit,0,1,1,1,1,1,1,1,1
Mobit,0,1,1,1,1,1,1,1,1
Mobit,0,1,7,1,1,1,7,1,7
Mobit,1,4,4,5,5,6,5,6,5
Mobit,0,4,4,4,6,4,4,4,2
Mobit,0,4,4,4,4,4,4,1,5
Mobit,1,2,4,3,5,2,4,6,4
Mobit,0,3,3,3,6,3,3,6,6
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,4,4,4,7,4,4,7,5
Mobit,0,1,1,1,1,1,1,1,1
Mobit,0,2,2,2,3,1,2,6,6
Mobit,1,3,5,4,5,5,6,7,7
Mobit,0,4,4,4,5,4,4,6,5
Mobit,0,3,3,3,4,3,3,4,4
Mobit,0,1,1,4,4,4,4,7,4
Mobit,0,4,4,3,3,3,3,3,3
Mobit,1,4,4,4,4,4,4,4,4
Mobit,0,3,4,3,3,3,5,3,3
Mobit,0,4,4,4,4,4,4,4,5
Mobit,1,4,4,4,4,4,4,4,4
Mobit,0,4,3,4,4,4,4,4,4
Mobit,1,4,3,5,5,3,4,5,4
Mobit,1,4,6,5,6,6,6,7,7
Mobit,0,1,1,1,1,1,1,3,2
Mobit,0,4,4,4,3,3,3,4,3
Mobit,1,5,4,5,7,5,6,7,7
Mobit,0,4,4,4,4,4,4,4,3
Mobit,1,5,7,6,7,6,5,4,3
Mobit,1,4,4,4,4,4,4,4,4
Mobit,0,2,6,4,4,5,4,7,7
Mobit,1,5,4,5,6,6,4,6,7
Mobit,0,3,3,3,3,3,3,3,4
Mobit,0,1,1,1,1,1,1,4,4
Mobit,1,1,2,2,4,4,3,5,5
Mobit,0,2,3,3,5,5,6,4,7
Mobit,0,1,4,1,1,1,1,1,1
Mobit,0,1,1,3,3,3,3,3,3
Mobit,0,4,4,2,2,2,5,6,6
Mobit,1,5,4,4,4,5,4,6,5
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,1,1,1,1,1,1,5,2
Mobit,0,4,4,4,7,4,4,7,7
Mobit,0,3,3,3,3,3,3,3,3
Mobit,0,1,1,1,1,1,1,1,7
Mobit,0,4,4,4,4,4,4,4,5
Mobit,0,1,1,2,5,1,3,3,3
Mobit,0,3,3,3,4,3,3,4,4
Mobit,1,4,5,4,4,4,4,5,5
Mobit,1,4,4,4,4,4,4,4,4
Mobit,0,4,4,4,4,4,4,5,4
Mobit,0,4,4,3,2,4,4,5,5
Mobit,0,3,4,3,3,2,2,3,2
Mobit,0,3,4,2,4,3,3,6,6
Mobit,1,3,4,3,5,4,4,6,7
Mobit,0,4,4,4,4,4,4,5,5
Mobit,0,3,4,4,5,4,4,5,3
Mobit,1,4,4,5,7,4,4,6,5
Mobit,0,1,3,1,2,1,2,4,3
Mobit,1,4,4,4,4,4,4,7,5
Mobit,1,4,4,4,4,4,4,4,4
Mobit,1,4,4,4,4,3,4,5,5
Mobit,0,7,6,5,3,3,6,6,7
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,4,3,4,3,3,4,5,5
Mobit,0,1,4,4,4,1,4,4,2
Mobit,0,1,1,1,1,1,1,1,1
Mobit,0,1,1,1,1,1,1,1,1
Mobit,0,4,4,4,4,4,4,4,6
Mobit,0,4,4,3,3,4,4,3,3
Mobit,0,4,4,1,1,1,1,6,6
Mobit,0,1,1,1,1,1,1,1,1
Mobit,0,4,4,4,4,4,4,5,6
Mobit,0,1,1,1,3,2,2,3,2
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,1,1,1,1,1,1,1,1
Mobit,1,4,4,3,3,5,4,6,6
Mobit,0,4,4,4,4,4,4,4,4
Mobit,1,5,5,6,5,5,4,6,7
Mobit,0,3,3,3,3,4,4,4,4
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,2,4,3,4,2,4,5,3
Mobit,1,4,4,5,4,4,3,5,4
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,3,3,1,3,1,1,1,1
Mobit,0,1,7,7,1,1,1,1,1
Mobit,1,4,4,4,2,4,4,5,1
Mobit,1,4,4,4,4,4,4,4,4
Mobit,0,4,4,4,4,4,4,7,5
Mobit,0,4,4,3,3,3,3,3,3
Mobit,0,1,4,2,4,2,4,5,3
Mobit,1,3,3,3,3,2,3,3,4
Mobit,0,2,2,4,4,3,3,3,2
Mobit,1,1,4,4,4,5,5,5,5
Mobit,0,2,3,4,4,4,4,4,5
Mobit,0,4,4,1,1,1,1,4,1
Mobit,1,4,3,4,4,4,4,4,4
Mobit,0,3,4,3,3,2,3,4,3
Mobit,0,3,3,3,3,3,3,3,3
Mobit,1,3,3,3,4,5,5,6,6
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,4,4,4,4,5,4,6,6
Mobit,0,4,4,4,4,4,4,6,6
Mobit,0,4,4,4,4,4,4,5,3
Mobit,0,4,4,4,4,4,4,4,4
Mobit,1,5,5,3,4,5,5,5,6
Mobit,1,4,4,4,4,4,4,3,3
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,4,4,4,4,4,4,4,7
Mobit,0,3,3,3,4,3,3,4,5
Mobit,1,5,2,3,6,4,3,7,7
Mobit,0,1,3,2,2,3,3,6,6
Mobit,1,4,4,4,4,4,4,4,4
Mobit,1,2,5,4,4,3,5,5,3
Mobit,0,4,4,4,4,4,4,4,4
Mobit,1,4,6,5,7,4,7,4,7
Mobit,1,3,3,5,5,2,3,4,2
Mobit,1,4,4,4,4,5,4,6,6
Mobit,0,6,4,4,4,4,4,6,4
Mobit,1,7,4,4,4,4,4,4,4
Mobit,1,5,5,5,5,5,5,5,5
Mobit,1,4,7,3,4,3,2,4,4
Mobit,1,6,6,6,6,3,3,4,4
Mobit,0,1,1,1,4,2,7,4,3
Mobit,0,1,1,1,1,1,1,3,3
Mobit,0,4,4,1,4,4,4,3,2
Mobit,0,3,3,3,3,3,3,4,5
Mobit,0,5,3,3,3,3,3,3,3
Mobit,0,4,4,4,3,2,2,4,4
Mobit,0,4,4,4,3,4,4,5,3
Mobit,0,1,1,1,1,1,1,1,1
Mobit,0,3,3,3,4,3,3,3,3
Mobit,1,6,5,6,3,5,6,4,6
Mobit,0,3,3,3,4,3,3,2,2
Mobit,0,1,1,1,1,1,1,1,1
Mobit,1,4,4,4,4,4,4,4,4
Mobit,1,4,4,4,4,4,4,4,4
Mobit,1,4,5,4,5,6,5,4,6
Mobit,1,7,7,7,7,7,7,7,4
Mobit,0,2,4,2,2,2,4,2,2
Mobit,0,4,4,4,4,4,4,3,2
Mobit,1,3,3,3,5,5,5,5,5
Mobit,1,4,4,4,4,4,4,4,4
Mobit,0,1,1,1,3,1,2,1,2
Mobit,1,4,4,4,4,3,3,3,3
Mobit,0,2,2,2,2,2,2,2,4
Mobit,0,1,2,2,1,1,1,6,5
Mobit,1,4,4,4,4,4,4,4,4
Mobit,0,1,1,1,1,1,1,1,4
Mobit,0,1,1,1,1,1,1,4,1
Mobit,0,4,4,4,4,4,4,4,5
Mobit,0,1,1,1,1,1,1,1,1
Mobit,0,4,4,4,4,4,4,4,5
Mobit,0,1,1,1,4,3,2,4,5
Mobit,0,4,3,3,5,3,4,4,5
Mobit,0,1,1,1,1,1,1,7,7
Mobit,1,3,5,6,5,5,5,5,6
Mobit,0,4,3,3,4,1,2,2,3
Mobit,0,3,3,3,3,3,3,3,3
Mobit,1,1,3,4,4,5,4,6,4
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,3,3,3,3,3,2,5,4
Mobit,0,2,2,2,2,2,2,2,2
Mobit,0,1,2,1,1,1,2,1,2
Mobit,0,1,3,2,2,2,2,4,2
Mobit,0,3,3,3,3,3,3,5,5
Mobit,0,1,1,1,1,1,1,2,3
Mobit,0,4,4,4,4,4,4,4,4
Mobit,0,1,4,4,4,1,4,4,4
Lake,0,2,2,2,2,2,2,2,4
Lake,0,1,1,1,1,1,1,1,1
Lake,0,3,3,3,3,2,4,4,5
Lake,1,4,4,4,4,4,4,4,4
Lake,0,5,6,6,6,6,6,6,6
Lake,0,4,4,4,4,4,4,4,4
Lake,0,4,4,4,4,4,4,4,6
Lake,0,1,4,4,1,1,1,1,1
Lake,0,3,2,2,2,2,2,6,6
Lake,0,1,1,1,1,1,1,1,1
Lake,0,4,4,4,4,4,4,4,4
Lake,0,3,3,3,3,3,3,5,5
Lake,0,1,4,4,4,4,4,4,4
Lake,0,3,3,3,3,3,3,3,2
Lake,0,3,4,4,4,3,3,4,7
Lake,0,3,4,4,4,4,4,3,4
Lake,0,4,4,4,4,4,4,4,4
Lake,0,2,5,3,2,2,2,6,5
Lake,0,1,1,1,1,1,1,4,3
Lake,0,4,4,4,4,4,4,4,6
Lake,1,4,4,4,4,5,5,7,4
Lake,0,1,1,1,1,1,1,4,4
Lake,0,1,1,1,1,4,1,1,1
Lake,0,1,1,1,2,1,1,3,2
Lake,0,1,3,4,4,4,4,4,4
Lake,0,4,4,4,4,4,4,6,4
Lake,0,2,4,3,5,4,5,7,5
Lake,0,1,1,1,1,1,1,1,1
Lake,1,4,4,2,5,6,3,5,3
Lake,0,2,2,4,3,2,2,5,5
Lake,0,4,4,4,4,2,4,5,6
Lake,0,1,3,3,3,1,3,3,3
Lake,0,4,4,4,4,4,4,7,7
Lake,0,3,3,2,4,3,4,5,6
Lake,0,1,1,1,1,4,5,7,7
Lake,1,4,4,3,4,3,4,4,4
Lake,0,1,1,1,1,1,1,5,5
Lake,0,4,4,4,4,3,4,5,4
Lake,0,1,1,1,1,1,1,1,1
Lake,1,7,5,6,7,7,6,7,7
Lake,1,4,2,7,7,7,7,6,7
Lake,0,1,1,3,1,1,1,3,4
Lake,0,5,4,4,4,3,3,4,5
Lake,0,1,1,1,1,1,1,1,4
Lake,1,4,6,4,7,4,6,7,4
Lake,0,4,4,4,4,4,4,4,4
Lake,0,1,1,1,1,1,1,1,1
Lake,0,4,4,5,5,5,6,7,6
Lake,0,1,1,1,1,1,1,1,1
Lake,0,3,3,3,3,3,3,5,3
Lake,0,1,1,3,1,1,2,2,6
Lake,0,3,3,3,4,4,4,6,6
Lake,0,4,4,4,4,4,4,4,6
Lake,0,1,4,4,5,2,4,4,6
Lake,0,4,4,4,5,4,4,6,2
Lake,0,3,3,3,3,2,1,1,2
Lake,0,1,1,4,1,1,1,4,1
Lake,1,7,7,6,6,7,6,7,6
Lake,0,4,4,4,4,4,4,5,5
Lake,0,1,1,1,1,1,1,1,1
Lake,0,3,4,3,5,2,5,7,5
Lake,0,1,2,2,2,2,2,7,3
Lake,0,2,2,4,3,2,4,7,7
Lake,0,1,4,2,5,3,5,7,2
Lake,0,4,4,4,4,4,4,4,4
Lake,1,4,4,4,5,5,5,5,5
Lake,1,1,1,7,7,4,4,7,4
Lake,0,4,4,4,5,2,4,4,4
Lake,0,3,3,3,3,2,3,4,6
Lake,0,4,4,3,4,4,4,5,6
Lake,1,2,3,3,3,3,2,4,2
Lake,0,4,4,4,4,4,4,4,5
Lake,0,2,2,2,2,2,2,2,4
Lake,0,4,4,4,4,4,4,4,4
Lake,1,2,4,3,3,2,2,3,4
Lake,1,4,4,4,4,4,4,4,4
Lake,0,1,1,1,4,1,1,4,4
Lake,0,4,4,4,4,4,4,5,5
Lake,0,4,4,4,4,5,4,7,5
Lake,0,4,4,4,4,4,4,6,4
Lake,0,3,3,3,3,3,3,4,4
Lake,1,7,6,6,7,7,6,7,6
Lake,0,4,4,4,4,4,4,4,4
Lake,1,2,5,3,4,3,5,6,6
Lake,0,1,1,1,1,1,1,6,4
Lake,0,1,1,1,1,1,1,1,1
Lake,0,4,4,4,4,3,3,5,3
Lake,0,1,1,1,1,1,1,4,5
Lake,0,4,4,5,4,4,4,4,4
Lake,0,1,1,1,1,1,1,1,1
Lake,0,1,4,1,4,1,4,5,7
Lake,0,1,1,1,1,2,1,3,3
Lake,1,4,4,4,4,4,4,4,4
Lake,0,4,4,4,4,4,4,4,4
Lake,1,3,3,4,4,4,3,5,5
Lake,0,4,6,4,5,5,4,6,6
Lake,0,4,4,4,4,2,4,6,4
Lake,0,1,1,1,1,1,1,1,1
Lake,1,6,6,6,6,6,6,6,6
Lake,0,7,7,7,7,7,7,7,7
Lake,0,4,4,4,4,4,4,5,5
Lake,0,1,1,1,1,1,1,5,5
Lake,0,3,3,2,2,4,3,4,2
Lake,0,3,4,3,2,2,1,7,7
Lake,0,4,4,4,4,4,4,4,4
Lake,0,4,4,4,4,4,4,7,7
Lake,0,4,4,4,4,6,4,6,5
Lake,0,4,4,4,4,4,4,4,4
Lake,0,1,7,1,1,1,1,1,7
Lake,0,4,4,4,4,4,4,5,5
Lake,0,4,4,3,3,3,3,5,6
Lake,0,3,4,4,7,3,5,6,4
Lake,0,4,4,4,4,5,4,5,5
Lake,0,1,1,1,1,1,1,3,1
Lake,1,5,5,4,5,6,5,4,5
Lake,0,1,1,1,1,1,1,3,2
Lake,0,3,3,3,3,3,3,2,3
Lake,1,4,6,4,5,6,6,7,5
Lake,0,1,1,1,1,1,1,4,2
Lake,0,1,1,1,1,1,1,1,1
Lake,1,1,3,7,7,7,6,4,4
Lake,0,1,1,2,3,2,2,6,5
Lake,0,1,1,1,1,1,1,1,7
Lake,0,2,4,3,4,3,1,6,5
Lake,0,1,1,1,4,1,1,5,4
Lake,1,7,7,7,7,7,7,7,7
Lake,0,4,4,4,4,4,4,4,4
Lake,1,7,7,7,7,7,7,7,7
Lake,0,1,1,1,1,1,1,1,1
Lake,0,1,1,1,1,1,1,1,1
Lake,0,2,3,4,2,2,3,4,2
Lake,1,2,2,2,2,2,2,4,3
Lake,0,1,4,4,4,5,4,6,4
Lake,0,1,1,1,3,3,3,7,4
Lake,1,4,4,4,4,4,4,7,7
Lake,0,4,3,4,4,4,4,6,6
Lake,0,3,3,3,3,3,3,5,5
Lake,1,4,4,6,4,4,4,6,7
Lake,0,2,4,3,6,2,5,6,2
Lake,0,1,1,1,1,1,1,1,4
Lake,1,4,4,4,7,7,7,7,7
Lake,0,3,2,3,5,3,3,5,3
Lake,0,4,4,4,4,4,4,4,4
Lake,0,4,4,4,4,4,4,4,4
Lake,1,7,7,2,3,3,6,6,6
Lake,0,4,4,4,4,4,4,4,4
Lake,0,3,3,3,3,3,3,3,4
Lake,0,1,1,1,1,1,1,7,1
Lake,0,4,4,4,4,4,4,5,5
Lake,0,4,4,4,4,4,4,4,4
Lake,1,4,4,4,3,5,4,7,7
Lake,0,3,3,6,7,2,3,5,4
Lake,0,3,3,3,3,3,3,5,3
Lake,1,4,4,4,4,5,5,7,5
Lake,1,4,5,3,7,6,7,7,5
Lake,0,1,1,4,4,4,4,4,4
Lake,0,1,1,1,1,1,1,1,7
Lake,1,4,4,4,4,4,4,4,7
Lake,0,4,4,5,4,5,4,6,4
Lake,0,3,3,3,3,3,3,3,3
Lake,0,1,1,1,1,1,7,1,2
Lake,0,1,1,1,1,3,3,3,1
Lake,0,4,4,4,4,5,4,5,6
Lake,0,4,4,4,4,4,4,4,5
Lake,0,1,1,3,1,2,2,2,2
Lake,0,4,4,4,3,4,1,5,5
Lake,0,4,3,3,3,3,3,3,3
Lake,0,4,4,4,3,3,3,6,3
Lake,0,1,1,1,3,1,4,4,3
Lake,0,1,1,1,3,2,1,4,2
Lake,0,4,4,4,4,4,4,4,4
Lake,0,4,4,4,4,4,4,4,5
Lake,0,1,4,1,1,1,4,3,4
Lake,0,3,4,4,4,4,4,5,6
Lake,0,4,4,4,4,4,4,4,5
Lake,1,3,3,3,3,3,3,6,6
Lake,0,4,4,4,4,4,4,6,6
Lake,0,4,4,4,4,4,4,6,4
Lake,0,4,4,4,4,1,4,4,4
Lake,0,4,4,4,4,4,4,4,4
Lake,0,4,3,4,5,3,3,4,4
Lake,0,4,4,2,2,1,1,4,6
Lake,0,1,1,1,1,1,1,1,1
Lake,1,5,5,5,5,5,5,5,5
Lake,1,5,6,6,6,6,6,6,5
Lake,0,1,1,1,1,1,1,1,3
Lake,1,4,4,4,7,7,7,7,7
Lake,0,4,4,4,4,4,4,4,4
Lake,1,4,4,4,4,4,4,6,5
Lake,0,4,4,4,4,4,4,4,5
Lake,0,2,2,2,2,2,2,2,4
Lake,0,4,4,4,4,5,4,3,4
Lake,0,4,3,3,3,3,3,4,3
Lake,0,2,4,4,4,4,4,5,6
Lake,0,4,4,4,4,4,4,4,4
Lake,0,3,4,3,4,5,5,4,6
Lake,0,1,3,2,3,2,4,3,5
Lake,1,1,1,4,7,7,7,4,4
Lake,0,1,1,1,1,1,1,1,1
Lake,1,7,7,7,7,7,7,7,7
Lake,0,7,1,7,1,7,7,7,7
Lake,0,3,3,6,4,1,4,7,7
Lake,0,1,1,1,1,1,1,1,7
Lake,0,1,7,4,7,1,7,7,7
Lake,0,4,4,4,7,4,4,4,4
Lake,0,1,1,1,1,1,1,1,1
Lake,0,4,4,4,4,4,4,6,6
Lake,0,3,3,3,3,3,3,3,3
Lake,0,4,4,4,4,3,4,5,4
Lake,0,4,4,4,4,4,4,4,4
Lake,0,4,4,2,5,1,6,5,7
Lake,0,2,2,2,2,2,2,5,5
Lake,0,1,7,1,7,1,4,3,6
Lake,1,5,5,6,3,6,6,7,5
Lake,0,4,4,4,4,4,4,7,7
Lake,0,1,1,1,1,1,1,1,1
Lake,1,5,4,7,7,7,7,7,7
Lake,0,2,2,2,2,2,2,2,2
Lake,0,7,4,4,4,1,1,1,7
Lake,0,1,4,4,4,1,4,1,7
Lake,0,3,3,3,3,3,3,4,3
Lake,0,4,4,4,4,4,4,4,5
Lake,0,1,1,1,1,1,4,4,4
Lake,0,3,3,3,3,3,3,3,3
Lake,0,2,2,1,7,3,2,5,4
Lake,1,4,4,4,4,4,4,4,4
Lake,0,4,4,4,4,4,5,4,4
Lake,0,2,4,3,3,3,3,6,4
Lake,0,4,4,5,5,7,5,7,7
Lake,0,1,1,1,1,1,1,1,3
Lake,0,1,1,1,4,1,1,1,3
Lake,0,4,4,4,4,3,3,5,4
Lake,1,4,4,4,4,4,4,4,7
Lake,0,1,4,3,3,1,1,4,7
Lake,0,1,4,4,4,4,4,4,2
Lake,0,4,4,4,4,4,4,4,4
Lake,0,4,4,5,6,3,4,6,5
Lake,0,7,3,3,4,2,3,7,6
Lake,0,5,5,2,2,6,6,5,5
Lake,0,4,4,4,4,4,4,4,1
Lake,0,4,4,4,4,4,4,4,4
Lake,0,1,1,1,1,1,1,1,7
Lake,1,4,4,4,4,4,4,7,6
Lake,1,2,2,2,2,2,2,5,5
Lake,0,4,4,4,4,4,4,4,4
Lake,0,1,1,1,1,1,1,1,1
Lake,0,2,4,4,2,4,5,6,6
Lake,1,4,4,5,4,4,4,6,6
Lake,0,2,2,1,1,1,1,1,1
Lake,0,4,4,4,3,4,4,4,4
Lake,1,3,3,3,3,5,4,6,6
Lake,0,2,3,3,3,2,3,3,3
Lake,0,1,1,1,1,1,1,1,1
Lake,0,4,4,4,4,4,4,4,4
Lake,1,4,3,4,6,5,4,7,6
Lake,0,3,3,1,3,1,1,5,5
Lake,0,4,4,4,4,4,4,4,4
Lake,0,1,1,1,1,1,1,1,1
Lake,0,1,4,2,5,2,6,4,5
Lake,0,5,5,5,5,5,5,5,5
Lake,0,2,4,4,5,3,4,7,6
Lake,0,3,3,5,2,3,4,6,7
Lake,1,4,4,4,5,5,5,7,5
Lake,0,5,4,3,2,4,4,6,4
Lake,0,4,4,6,7,4,4,7,7
Lake,0,1,1,1,4,1,2,5,5
Lake,0,4,4,1,1,1,1,5,5
Lake,0,7,7,7,7,7,7,7,7
Lake,0,1,1,2,2,3,1,3,4
Lake,0,4,6,4,4,4,6,5,3
Lake,0,4,4,5,3,1,7,3,6
Lake,0,2,4,3,3,3,3,3,3
Lake,0,4,4,4,4,4,4,4,4
Lake,0,4,4,5,5,4,5,6,5
Lake,1,4,4,5,5,7,7,4,5
Lake,0,4,4,4,4,4,4,4,4
Lake,0,1,1,1,1,1,1,1,1
Lake,0,4,4,4,4,3,4,3,4
Lake,0,1,1,1,4,1,1,4,4
Lake,0,4,4,3,3,1,4,6,7
Lake,0,3,3,3,3,3,3,3,3
Lake,0,2,3,4,4,2,5,3,7
Lake,1,4,4,4,4,4,4,4,4
Lake,0,5,4,3,3,4,2,6,6
Lake,0,1,1,1,1,1,1,1,1
Lake,1,2,4,5,4,2,4,5,4
Lake,1,4,4,4,4,4,4,4,4
Lake,0,4,4,4,5,2,4,4,1
Lake,0,1,1,1,1,1,1,1,1
Lake,0,4,4,4,4,2,4,4,5
Lake,1,4,4,4,4,4,4,4,4
Lake,1,3,4,4,6,5,6,7,5
Lake,1,4,4,4,4,4,4,4,4
Lake,0,4,4,4,4,1,4,5,5
Lake,1,4,4,1,5,2,5,5,3
Lake,0,2,3,3,4,2,3,5,5
Lake,0,3,3,3,3,2,4,6,3
